author_full,journal,volume,year,pages,publisher,paperid,doi,author,url,type,title,journal_full,issue,page
"Yuho Min, Minkyung Kim, Geon-Tae Hwang, Cheol-Woo Ahn, Jong-Jin Choi, Byung-Dong Hahn, Woon-Ha Yoon, Geon Dae Moon, Chee-Sung Park, Cheol-Hee Park,",Nano Energy,78,2020,,Elsevier BV,28955,10.1016/j.nanoen.2020.105198,"Y. Min, M. Kim, G. Hwang, C. Ahn, J. Choi, B. Hahn, W. Yoon, G. Moon, C. Park, C. Park,",http://dx.doi.org/10.1016/j.nanoen.2020.105198,article-journal,Vacancy engineering in rock-salt type (IV-VI)x(V-VI) materials for high thermoelectric performance,Nano Energy,,105198
"Zhengkai Zhang, Yu Cao, Qirui Tao, Yonggao Yan, Xianli Su, Xinfeng Tang,",Journal of Solid State Chemistry,292,2020,,Elsevier BV,28956,10.1016/j.jssc.2020.121722,"Z. Zhang, Y. Cao, Q. Tao, Y. Yan, X. Su, X. Tang,",http://dx.doi.org/10.1016/j.jssc.2020.121722,article-journal,"Distinct role of Sn and Ge doping on thermoelectric properties in p-type (Bi, Sb)2Te3-alloys",Journal of Solid State Chemistry,,121722
"Shiva Kumar Singh, Motoharu Imai,",Intermetallics,127,2020,,Elsevier BV,28960,10.1016/j.intermet.2020.106981,"S. Singh, M. Imai,",http://dx.doi.org/10.1016/j.intermet.2020.106981,article-journal,"Thermoelectric properties of cubic Ba-substituted strontium disilicide, Sr1-Ba Si2, with Ba content above solid solubility limit",Intermetallics,,106981
"Anju Paulson, N.A. Muhammed Sabeer, P.P. Pradyumnan,",Materials Science and Engineering: B,262,2020,,Elsevier BV,28961,10.1016/j.mseb.2020.114745,"A. Paulson, N. Muhammed Sabeer, P. Pradyumnan,",http://dx.doi.org/10.1016/j.mseb.2020.114745,article-journal,Enhancement of optical and thermoelectric properties in dysprosium doped ZnO thin films as an impact of non-parabolic band structure,Materials Science and Engineering: B,,114745
"N. Sidorenko, T. Parashchuk, M. Maksymuk, Z. Dashevsky,",Cryogenics,112,2020,,Elsevier BV,28962,10.1016/j.cryogenics.2020.103197,"N. Sidorenko, T. Parashchuk, M. Maksymuk, Z. Dashevsky,",http://dx.doi.org/10.1016/j.cryogenics.2020.103197,article-journal,Development of cryogenic cooler based on n-type Bi-Sb thermoelectric and HTSC,Cryogenics,,103197
"Yang Zhao, Ying Li, Jixiang Qiao, Song Jiang, Pengyan Mao, Jianhang Qiu, Siqing Kang, Jun Tan, Kaiping Tai, Chang Liu,",Carbon,170,2020,191-198,Elsevier BV,28966,10.1016/j.carbon.2020.08.024,"Y. Zhao, Y. Li, J. Qiao, S. Jiang, P. Mao, J. Qiu, S. Kang, J. Tan, K. Tai, C. Liu,",http://dx.doi.org/10.1016/j.carbon.2020.08.024,article-journal,Decoupling phonon and carrier scattering at carbon nanotube/Bi2Te3 interfaces for improved thermoelectric performance,Carbon,,191
"Jun Guo, Yi-Xin Zhang, Zi-Yuan Wang, Fengshan Zheng, Zhen-Hua Ge, Jiecai Fu, Jing Feng,",Nano Energy,78,2020,,Elsevier BV,28967,10.1016/j.nanoen.2020.105227,"J. Guo, Y. Zhang, Z. Wang, F. Zheng, Z. Ge, J. Fu, J. Feng,",http://dx.doi.org/10.1016/j.nanoen.2020.105227,article-journal,High thermoelectric properties realized in earth-abundant Bi2S3 bulk via carrier modulation and multi-nano-precipitates synergy,Nano Energy,,105227
"Ying Li, Jixiang Qiao, Yang Zhao, Qing Lan, Pengyan Mao, Jianhang Qiu, Kaiping Tai, Chang Liu, Huiming Cheng,",Journal of Materials Science & Technology,58,2020,80-85,Elsevier BV,28968,10.1016/j.jmst.2020.03.066,"Y. Li, J. Qiao, Y. Zhao, Q. Lan, P. Mao, J. Qiu, K. Tai, C. Liu, H. Cheng,",http://dx.doi.org/10.1016/j.jmst.2020.03.066,article-journal,A flexible thermoelectric device based on a Bi2Te3-carbon nanotube hybrid,Journal of Materials Science & Technology,,80
"Muchun Guo, Jianbo Zhu, Fengkai Guo, Qian Zhang, Wei Cai, Jiehe Sui,",Materials Today Physics,15,2020,,Elsevier BV,28970,10.1016/j.mtphys.2020.100270,"M. Guo, J. Zhu, F. Guo, Q. Zhang, W. Cai, J. Sui,",http://dx.doi.org/10.1016/j.mtphys.2020.100270,article-journal,Enhanced thermoelectric performance of P-type CaMg2Bi1.98 and optimized CaAl2Si2-type Zintl phase module with equal cross-section area,Materials Today Physics,,100270
"Cheenepalli Nagarjuna, Peyala Dharmaiah, Ki Buem Kim, Soon-Jik Hong,",Materials Chemistry and Physics,256,2020,,Elsevier BV,28971,10.1016/j.matchemphys.2020.123699,"C. Nagarjuna, P. Dharmaiah, K. Kim, S. Hong,",http://dx.doi.org/10.1016/j.matchemphys.2020.123699,article-journal,Grain refinement to improve thermoelectric and mechanical performance in n-type Bi2Te2.7Se0.3 alloys,Materials Chemistry and Physics,,123699
"H.-C. Chang, T.-H. Chen, R. Sankar, Y.-J. Yang, L.-C. Chen, K.-H. Chen,",Materials Today Physics,15,2020,,Elsevier BV,28974,10.1016/j.mtphys.2020.100248,"H. Chang, T. Chen, R. Sankar, Y. Yang, L. Chen, K. Chen,",http://dx.doi.org/10.1016/j.mtphys.2020.100248,article-journal,Highly improved thermoelectric performance of BiCuTeO achieved by decreasing the oxygen content,Materials Today Physics,,100248
"W. Ren, Q. Song, H. Zhu, J. Mao, L. You, G.A. Gamage, J. Zhou, T. Zhou, J. Jiang, C. Wang, J. Luo, J. Wu, Z. Wang, G. Chen, Z. Ren,",Materials Today Physics,15,2020,,Elsevier BV,28975,10.1016/j.mtphys.2020.100250,"W. Ren, Q. Song, H. Zhu, J. Mao, L. You, G. Gamage, J. Zhou, T. Zhou, J. Jiang, C. Wang, J. Luo, J. Wu, Z. Wang, G. Chen, Z. Ren,",http://dx.doi.org/10.1016/j.mtphys.2020.100250,article-journal,Intermediate-level doping strategy to simultaneously optimize power factor and phonon thermal conductivity for improving thermoelectric figure of merit,Materials Today Physics,,100250
"Juan Li, Shuai Zhang, Fei Jia, Shuqi Zheng, Xiaolei Shi, Daqiang Jiang, Siyu Wang, Guiwu Lu, Liming Wu, Zhi-Gang Chen,",Materials Today Physics,15,2020,,Elsevier BV,28979,10.1016/j.mtphys.2020.100269,"J. Li, S. Zhang, F. Jia, S. Zheng, X. Shi, D. Jiang, S. Wang, G. Lu, L. Wu, Z. Chen,",http://dx.doi.org/10.1016/j.mtphys.2020.100269,article-journal,Point defect engineering and machinability in n-type Mg3Sb2-based materials,Materials Today Physics,,100269
"D.T. Alvarez-Ruiz, F. Azough, Thomas Slater, Sarah J. Day, R. Freer,",Journal of the European Ceramic Society,40,2020,5549-5558,Elsevier BV,28980,10.1016/j.jeurceramsoc.2020.07.021,"D. Alvarez-Ruiz, F. Azough, T. Slater, S. Day, R. Freer,",http://dx.doi.org/10.1016/j.jeurceramsoc.2020.07.021,article-journal,"The effect of nano-twins on the thermoelectric properties of Ga2O3(ZnO)m (m = 9, 11, 13 and 15) homologous compounds",Journal of the European Ceramic Society,15,5549
"Sampad Ghosh, Sivasankaran Harish, Michitaka Ohtaki, Bidyut Baran Saha,",Materials Today Energy,18,2020,,Elsevier BV,28986,10.1016/j.mtener.2020.100492,"S. Ghosh, S. Harish, M. Ohtaki, B. Saha,",http://dx.doi.org/10.1016/j.mtener.2020.100492,article-journal,Thermoelectric figure of merit enhancement in cement composites with graphene and transition metal oxides,Materials Today Energy,,100492
"Xiong Yang, Zhou Jiang, Jianbo Li, Huijun Kang, Daquan Liu, Fenfen Yang, Zongning Chen, Enyu Guo, Xue Jiang, Tongmin Wang,",Nano Energy,78,2020,,Elsevier BV,28989,10.1016/j.nanoen.2020.105372,"X. Yang, Z. Jiang, J. Li, H. Kang, D. Liu, F. Yang, Z. Chen, E. Guo, X. Jiang, T. Wang,",http://dx.doi.org/10.1016/j.nanoen.2020.105372,article-journal,Identification of the Intrinsic Atomic Disorder in ZrNiSn-based Alloys and Their Effects on Thermoelectric Properties,Nano Energy,,105372
"Jinsuo Hu, Fengkai Guo, Muchun Guo, Jianbo Zhu, Chen Chen, Qian Zhang, Wei Cai, Jiehe Sui,",Journal of Materiomics,6,2020,729-735,Elsevier BV,28991,10.1016/j.jmat.2020.06.004,"J. Hu, F. Guo, M. Guo, J. Zhu, C. Chen, Q. Zhang, W. Cai, J. Sui,",http://dx.doi.org/10.1016/j.jmat.2020.06.004,article-journal,Promoted application potential of p-type Mg3Sb1.5Bi0.5 for the matched thermal expansion with its n-type counterpart,Journal of Materiomics,4,729
"Haixu Qin, Jianbo Zhu, Ning Li, Haijun Wu, Fengkai Guo, Sibo Sun, Dandan Qin, Stephen J. Pennycook, Qian Zhang, Wei Cai, Jiehe Sui,",Nano Energy,78,2020,,Elsevier BV,28994,10.1016/j.nanoen.2020.105228,"H. Qin, J. Zhu, N. Li, H. Wu, F. Guo, S. Sun, D. Qin, S. Pennycook, Q. Zhang, W. Cai, J. Sui,",http://dx.doi.org/10.1016/j.nanoen.2020.105228,article-journal,Enhanced mechanical and thermoelectric properties enabled by hierarchical structure in medium-temperature Sb2Te3 based alloys,Nano Energy,,105228
"Sahiba Bano, M.V.G. Padmavati, Anupama Singh, Monika Gandhi, Manisha Upadhyay, S.R. Dhakate, D.K. Misra,",Materials Science in Semiconductor Processing,120,2020,,Elsevier BV,28996,10.1016/j.mssp.2020.105292,"S. Bano, M. Padmavati, A. Singh, M. Gandhi, M. Upadhyay, S. Dhakate, D. Misra,",http://dx.doi.org/10.1016/j.mssp.2020.105292,article-journal,"Role of excess Te in Bi0.5Sb1.5Te3+x(x= 0, 0.01, 0.015 and 0.020) on the optimization of thermoelectric properties",Materials Science in Semiconductor Processing,,105292
"Chhatrasal Gayner, Nagaraj Nandihalli,",Materialia,14,2020,,Elsevier BV,28998,10.1016/j.mtla.2020.100912,"C. Gayner, N. Nandihalli,",http://dx.doi.org/10.1016/j.mtla.2020.100912,article-journal,Enhancement of thermoelectric performance of PbTe by embedding NaCl,Materialia,,100912
"Yu.S. Orlov, V.A. Dudnikov, S.N. Vereshchagin, M.N. Volochaev, S.Yu. Gavrilkin, A.Yu. Tsvetkov,",Journal of the European Ceramic Society,40,2020,5559-5565,Elsevier BV,29001,10.1016/j.jeurceramsoc.2020.06.066,"Y. Orlov, V. Dudnikov, S. Vereshchagin, M. Volochaev, S. Gavrilkin, A. Tsvetkov,",http://dx.doi.org/10.1016/j.jeurceramsoc.2020.06.066,article-journal,Order–disorder transition in the Dy0.2Sr0.8CoO3-δ rare-earth cobalt oxide solid solutions: Structural and thermoelectric properties,Journal of the European Ceramic Society,15,5559
"J.M. Li, H.W. Ming, C.J. Song, L. Wang, H.X. Xin, Y.J. Gu, J. Zhang, X.Y. Qin, D. Li,",Materials Today Energy,18,2020,,Elsevier BV,29002,10.1016/j.mtener.2020.100491,"J. Li, H. Ming, C. Song, L. Wang, H. Xin, Y. Gu, J. Zhang, X. Qin, D. Li,",http://dx.doi.org/10.1016/j.mtener.2020.100491,article-journal,Synergetic modulation of power factor and thermal conductivity for Cu3SbSe4-based system,Materials Today Energy,,100491
"Zihang Liu, Naoki Sato, Quansheng Guo, Weihong Gao, Takao Mori,",NPG Asia Mater,12,2020,,Springer Science and Business Media LLC,29014,10.1038/s41427-020-00247-y,"Z. Liu, N. Sato, Q. Guo, W. Gao, T. Mori,",http://dx.doi.org/10.1038/s41427-020-00247-y,article-journal,"Shaping the role of germanium vacancies in germanium telluride: metastable cubic structure stabilization, band structure modification, and stable N-type conduction",NPG Asia Materials,1,unknown
"Zhonglin Bu, Zhiwei Chen, Xinyue Zhang, Siqi Lin, Jianjun Mao, Wen Li, Yue Chen, Yanzhong Pei,",Materials Today Physics,15,2020,,Elsevier BV,29018,10.1016/j.mtphys.2020.100260,"Z. Bu, Z. Chen, X. Zhang, S. Lin, J. Mao, W. Li, Y. Chen, Y. Pei,",http://dx.doi.org/10.1016/j.mtphys.2020.100260,article-journal,Near-room-temperature rhombohedral Ge1-Pb Te thermoelectrics,Materials Today Physics,,100260
"H. Huang, L. Yang, Y. Xiong, P. Qiu, T. Xing, C. Ming, Y.-Y. Sun, B. Ge, X. Shi, L. Chen,",Materials Today Physics,15,2020,,Elsevier BV,29025,10.1016/j.mtphys.2020.100251,"H. Huang, L. Yang, Y. Xiong, P. Qiu, T. Xing, C. Ming, Y. Sun, B. Ge, X. Shi, L. Chen,",http://dx.doi.org/10.1016/j.mtphys.2020.100251,article-journal,"MCo1.5Sn (M = Ti, Zr, and Hf) ternary compounds: a class of three-quarter Heusler compounds",Materials Today Physics,,100251
"E.P. Skipetrov, A.V. Khvorostin, A.V. Knotko, V.E. Slynko,",Materials Research Bulletin,132,2020,,Elsevier BV,29029,10.1016/j.materresbull.2020.111002,"E. Skipetrov, A. Khvorostin, A. Knotko, V. Slynko,",http://dx.doi.org/10.1016/j.materresbull.2020.111002,article-journal,Effect of scandium doping and of matrix composition variation on galvanomagnetic properties and electronic structure of Pb1-x-ySnxScyTe alloys,Materials Research Bulletin,,111002
"Y.J. Zheng, A.Q. Wang, X.P. Jia, F.B. Wang, A.L. Yang, H.L. Huang, G.H. Zuo, L.B. Wang, L. Deng,",Journal of Alloys and Compounds,843,2020,,Elsevier BV,29049,10.1016/j.jallcom.2020.156063,"Y. Zheng, A. Wang, X. Jia, F. Wang, A. Yang, H. Huang, G. Zuo, L. Wang, L. Deng,",http://dx.doi.org/10.1016/j.jallcom.2020.156063,article-journal,Optimization of thermoelectric properties of CoSb3 materials by increasing the complexity of chemical structure,Journal of Alloys and Compounds,,156063
"A. El-Khouly, A. Novitskii, I. Serhiienko, A. Kalugina, A. Sedegov, D. Karpenkov, A. Voronin, V. Khovaylo, A.M. Adam,",Journal of Power Sources,477,2020,,Elsevier BV,29053,10.1016/j.jpowsour.2020.228768,"A. El-Khouly, A. Novitskii, I. Serhiienko, A. Kalugina, A. Sedegov, D. Karpenkov, A. Voronin, V. Khovaylo, A. Adam,",http://dx.doi.org/10.1016/j.jpowsour.2020.228768,article-journal,Optimizing the thermoelectric performance of FeVSb half-Heusler compound via Hf–Ti double doping,Journal of Power Sources,,228768
"Sanyukta Ghosh, Gyan Shankar, Anirudha Karati, Gerda Rogl, Peter Rogl, Ernst Bauer, B. S. Murty, Satyam Suwas, Ramesh Chandra Mallik,",Dalton Trans.,49,2020,15883-15894,Royal Society of Chemistry (RSC),29057,10.1039/d0dt03429k,"S. Ghosh, G. Shankar, A. Karati, G. Rogl, P. Rogl, E. Bauer, B. Murty, S. Suwas, R. Mallik,",http://dx.doi.org/10.1039/d0dt03429k,article-journal,Preferential phonon scattering and low energy carrier filtering by interfaces of in situ formed InSb nanoprecipitates and GaSb nanoinclusions for enhanced thermoelectric performance of In0.2Co4Sb12,Dalton Transactions,44,15883
"Michal Hegedüs, Marcela Achimovičová, Hongjue Hui, Gabin Guélou, Pierric Lemoine, Ismail Fourati, Jean Juraszek, B. Malaman, Peter Baláž, Emmanuel Guilmeau,",Dalton Trans.,49,2020,15828-15836,Royal Society of Chemistry (RSC),29058,10.1039/d0dt03368e,"M. Hegedüs, M. Achimovičová, H. Hui, G. Guélou, P. Lemoine, I. Fourati, J. Juraszek, B. Malaman, P. Baláž, E. Guilmeau,",http://dx.doi.org/10.1039/d0dt03368e,article-journal,Promoted crystallisation and cationic ordering in thermoelectric Cu26V2Sn6S32 colusite by eccentric vibratory ball milling,Dalton Transactions,44,15828
"Myeong-Won Lee, Peyala Dharmaiah, Chul-Hee Lee, Sung Ho Song, Jong-Hyeon Lee, Soon-Jik Hong,",Journal of Alloys and Compounds,842,2020,,Elsevier BV,29061,10.1016/j.jallcom.2020.155804,"M. Lee, P. Dharmaiah, C. Lee, S. Song, J. Lee, S. Hong,",http://dx.doi.org/10.1016/j.jallcom.2020.155804,article-journal,Recrystallization stimulated hierarchical structures for the simultaneous enhancement of Seebeck coefficient and electrical conductivity in Bi-Sb-Te alloys,Journal of Alloys and Compounds,,155804
"Jie Chen, Qiang Sun, Deyu Bao, Taoyi Liu, Wei-Di Liu, Can Liu, Jun Tang, Dali Zhou, Lei Yang, Zhi-Gang Chen,",ACS Appl. Mater. Interfaces,12,2020,51523-51529,American Chemical Society (ACS),29067,10.1021/acsami.0c15341,"J. Chen, Q. Sun, D. Bao, T. Liu, W. Liu, C. Liu, J. Tang, D. Zhou, L. Yang, Z. Chen,",http://dx.doi.org/10.1021/acsami.0c15341,article-journal,Hierarchical Structures Advance Thermoelectric Properties of Porous n-type β-Ag2Se,ACS Applied Materials & Interfaces,46,51523
"Wenbing Du, Yayun Gu, Ke Wang, Xinxin Yang, Juanjuan Xing, Kai Guo, Jun Luo, Jing‐Tai Zhao,",ANNALEN DER PHYSIK,532,2019,,Wiley,29112,10.1002/andp.201900390,"W. Du, Y. Gu, K. Wang, X. Yang, J. Xing, K. Guo, J. Luo, J. Zhao,",http://dx.doi.org/10.1002/andp.201900390,article-journal,"Effective Mass Enhancement and Thermal Conductivity Reduction for Improving the Thermoelectric Properties of Pseudo‐Binary Ge
            2
            Sb
            2
            Te
            5",Annalen der Physik,11,1900390
"Y. Kurosaki, S. Yabuuchi, A. Nishide, N. Fukatani, J. Hayakawa,",AIP Advances,10,2020,,AIP Publishing,29114,10.1063/5.0023660,"Y. Kurosaki, S. Yabuuchi, A. Nishide, N. Fukatani, J. Hayakawa,",http://dx.doi.org/10.1063/5.0023660,article-journal,Crystal growth and flat-band effects on thermoelectric properties of Fe2TiAl-based full-Heusler thin films,AIP Advances,11,115313
"Riya Thomas, Ashok Rao, Chun Yin Chung, Yung-Kang Kuo, B. Shivamurthy,",Physica B: Condensed Matter,596,2020,,Elsevier BV,29117,10.1016/j.physb.2020.412411,"R. Thomas, A. Rao, C. Chung, Y. Kuo, B. Shivamurthy,",http://dx.doi.org/10.1016/j.physb.2020.412411,article-journal,Investigation of thermoelectric properties of Cu2SnSe3 composites incorporated with SnSe,Physica B: Condensed Matter,,412411
"Bo Duan, Yafeng Li, Jialiang Li, Yue Gao, Pengcheng Zhai, Jiong Yang, Zhongtao Lu, Houjiang Yang, Hongtao Wang, Guodong Li,",Ceramics International,46,2020,26176-26181,Elsevier BV,29118,10.1016/j.ceramint.2020.07.115,"B. Duan, Y. Li, J. Li, Y. Gao, P. Zhai, J. Yang, Z. Lu, H. Yang, H. Wang, G. Li,",http://dx.doi.org/10.1016/j.ceramint.2020.07.115,article-journal,Regulation of oxygen vacancy and reduction of lattice thermal conductivity in ZnO ceramic by high temperature and high pressure method,Ceramics International,16,26176
"Samuel Kimani Kihoi, Ho Seong Lee,",Sustainable Energy Fuels,4,2020,5645-5653,Royal Society of Chemistry (RSC),29121,10.1039/d0se01081b,"S. Kihoi, H. Lee,",http://dx.doi.org/10.1039/d0se01081b,article-journal,Nanostructuring SnTe to improve thermoelectric properties through Zn and Sb co-doping,Sustainable Energy & Fuels,11,5645
"Dongyang Wang, Yongxin Qin, Sining Wang, Yuting Qiu, Dudi Ren, Yu Xiao, Li‐Dong Zhao,",ANNALEN DER PHYSIK,532,2019,,Wiley,29124,10.1002/andp.201900421,"D. Wang, Y. Qin, S. Wang, Y. Qiu, D. Ren, Y. Xiao, L. Zhao,",http://dx.doi.org/10.1002/andp.201900421,article-journal,Synergistically Enhancing Thermoelectric Performance of n‐Type PbTe with Indium Doping and Sulfur Alloying,Annalen der Physik,11,1900421
"Courtney Hollar, Zhaoyang Lin, Madhusudan Kongara, Tony Varghese, Chinnathambi Karthik, Jesse Schimpf, Josh Eixenberger, Paul H. Davis, Yaqiao Wu, Xiangfeng Duan, Yanliang Zhang, David Estrada,",Adv. Mater. Technol.,5,2020,,Wiley,29125,10.1002/admt.202000600,"C. Hollar, Z. Lin, M. Kongara, T. Varghese, C. Karthik, J. Schimpf, J. Eixenberger, P. Davis, Y. Wu, X. Duan, Y. Zhang, D. Estrada,",http://dx.doi.org/10.1002/admt.202000600,article-journal,High‐Performance Flexible Bismuth Telluride Thin Film from Solution Processed Colloidal Nanoplates,Advanced Materials Technologies,11,2000600
"Aichi Yamashita, Kunihiro Kihou, Haruno Kunioka, Hirotaka Nishiate, Atsushi Yamamoto, Yosuke Goto, Yoshikazu Mizuguchi, Tsutomu Iida, Yoshihiko Takano, Chul-Ho Lee,",Journal of Solid State Chemistry,291,2020,,Elsevier BV,29128,10.1016/j.jssc.2020.121588,"A. Yamashita, K. Kihou, H. Kunioka, H. Nishiate, A. Yamamoto, Y. Goto, Y. Mizuguchi, T. Iida, Y. Takano, C. Lee,",http://dx.doi.org/10.1016/j.jssc.2020.121588,article-journal,Thermoelectric properties of NaZn4-Cu As3 crystalized in the rhombohedral structure,Journal of Solid State Chemistry,,121588
"Xiaoxuan Zhang, Yuting Qiu, Dudi Ren, Li‐Dong Zhao,",ANNALEN DER PHYSIK,532,2019,,Wiley,29129,10.1002/andp.201900340,"X. Zhang, Y. Qiu, D. Ren, L. Zhao,",http://dx.doi.org/10.1002/andp.201900340,article-journal,"Electrical and Thermal Transport Properties of
            n
            ‐type Bi
            6
            Cu
            2
            Se
            4
            O
            6
            (2BiCuSeO + 2Bi
            2
            O
            2
            Se)",Annalen der Physik,11,1900340
"A. I. Klyndyuk, I. V. Matsukevich, M. Janek, E. A. Chizhova, Z. Lenčéš, O. Hanzel, P. Veteška,",Inorg Mater,56,2020,1198-1205,Pleiades Publishing Ltd,29130,10.1134/s0020168520110059,"A. Klyndyuk, I. Matsukevich, M. Janek, E. Chizhova, Z. Lenčéš, O. Hanzel, P. Veteška,",http://dx.doi.org/10.1134/S0020168520110059,article-journal,Effect of Copper Additions on the Thermoelectric Properties of a Layered Calcium Cobaltite Prepared by Hot Pressing,Inorganic Materials,11,1198
"T. Parashchuk, A. Shabaldin, O. Cherniushok, P. Konstantinov, I. Horichok, A. Burkov, Z. Dashevsky,",Physica B: Condensed Matter,596,2020,,Elsevier BV,29131,10.1016/j.physb.2020.412397,"T. Parashchuk, A. Shabaldin, O. Cherniushok, P. Konstantinov, I. Horichok, A. Burkov, Z. Dashevsky,",http://dx.doi.org/10.1016/j.physb.2020.412397,article-journal,Origins of the enhanced thermoelectric performance for p-type Ge1-xPbxTe alloys,Physica B: Condensed Matter,,412397
"A. K. M. Ashiquzzaman Shawon, Md Mahmudur Rahman, Soon-Chul Ur,",Electron. Mater. Lett.,16,2020,540-547,Springer Science and Business Media LLC,29132,10.1007/s13391-020-00241-0,"A. Shawon, M. Rahman, S. Ur,",http://dx.doi.org/10.1007/s13391-020-00241-0,article-journal,Improvement of Thermoelectric Properties of AlSb by Incorporation of Mg as p-type Dopant,Electronic Materials Letters,6,540
"Sang-il Kim, Jiwoo An, Woo-Jae Lee, Se Kwon, Woo Nam, Nguyen Du, Jong-Min Oh, Sang-Mo Koo, Jung Cho, Weon Shin,",Nanomaterials,10,2020,,MDPI AG,29137,10.3390/nano10112270,"S. Kim, J. An, W. Lee, S. Kwon, W. Nam, N. Du, J. Oh, S. Koo, J. Cho, W. Shin,",http://dx.doi.org/10.3390/nano10112270,article-journal,Effect of ZnO and SnO2 Nanolayers at Grain Boundaries on Thermoelectric Properties of Polycrystalline Skutterudites,Nanomaterials,11,2270
